TRANSPORT,START,END,A,B,SPEED
CARGO_1109,1859-12-12 14:44:17,1859-12-12 21:42:57,Irondale,Gizbourne,75.38
CARGO_1110,1859-12-12 21:42:57,1859-12-13 03:58:21,Gizbourne,Irondale,84.07
CARGO_1111,1859-11-24 08:00:00,1859-11-24 23:17:10,Irondale,Cogburg,67.64
CARGO_1112,1859-11-24 23:17:10,1859-11-25 11:22:00,Cogburg,Irondale,85.59
CARGO_1112,1859-11-25 11:22:00,1859-11-25 17:48:23,Irondale,Gizbourne,81.68
CARGO_1113,1859-11-25 17:48:23,1859-11-26 00:59:41,Gizbourne,Irondale,73.17
CARGO_1113,1859-11-26 00:59:41,1859-11-26 14:16:22,Irondale,Cogburg,77.87
CARGO_1113,1859-11-26 14:16:22,1859-11-27 08:44:37,Cogburg,Steamdrift,68.7
CARGO_1114,1859-11-27 08:44:37,1859-11-28 08:52:25,Steamdrift,Rustport,80.69
CARGO_1115,1859-11-28 08:52:25,1859-11-29 03:03:47,Rustport,Irondale,71.58
CARGO_1115,1859-11-29 03:03:47,1859-11-29 07:44:26,Irondale,Copperhold,73.75
CARGO_1116,1859-11-29 07:44:26,1859-11-29 15:47:25,Copperhold,Leverstorm,70.69
CARGO_1117,1859-11-29 15:47:25,1859-11-30 01:07:16,Leverstorm,Irondale,67.41
CARGO_1118,1859-11-30 01:07:16,1859-11-30 09:10:56,Irondale,Leverstorm,78.03
CARGO_1119,1859-11-30 09:10:56,1859-11-30 18:37:41,Leverstorm,Irondale,66.59
CARGO_1119,1859-11-30 18:37:41,1859-12-01 08:34:50,Irondale,Cogburg,74.11
CARGO_1120,1859-12-01 08:34:50,1859-12-02 01:14:49,Cogburg,Copperhold,62.82
CARGO_1121,1859-12-02 01:14:49,1859-12-02 14:56:45,Copperhold,Cogburg,76.43
CARGO_1121,1859-12-02 14:56:45,1859-12-03 06:51:47,Cogburg,Steamdrift,79.73
CARGO_1122,1859-12-03 06:51:47,1859-12-04 00:14:25,Steamdrift,Cogburg,73.03
CARGO_1122,1859-12-04 00:14:25,1859-12-04 14:52:18,Cogburg,Copperhold,71.56
CARGO_1123,1859-12-04 14:52:18,1859-12-05 04:28:49,Copperhold,Cogburg,76.94
CARGO_1124,1859-12-05 04:28:49,1859-12-05 20:33:33,Cogburg,Steamdrift,78.92
CARGO_1125,1859-12-05 20:33:33,1859-12-06 12:35:37,Steamdrift,Cogburg,79.14
CARGO_1125,1859-12-06 12:35:37,1859-12-07 02:33:39,Cogburg,Copperhold,74.96
CARGO_1125,1859-12-07 02:33:39,1859-12-07 09:39:52,Copperhold,Leverstorm,80.1
CARGO_1126,1859-12-07 09:39:52,1859-12-07 19:00:56,Leverstorm,Irondale,67.27
CARGO_1126,1859-12-07 19:00:56,1859-12-08 09:19:32,Irondale,Cogburg,72.26
CARGO_1126,1859-12-08 09:19:32,1859-12-09 03:27:20,Cogburg,Steamdrift,70.0
CARGO_1127,1859-12-09 03:27:20,1859-12-09 19:56:31,Steamdrift,Cogburg,76.97
CARGO_1127,1859-12-09 19:56:31,1859-12-10 09:04:20,Cogburg,Copperhold,79.74
CARGO_1128,1859-12-10 09:04:20,1859-12-10 22:11:10,Copperhold,Cogburg,79.84
CARGO_1129,1859-12-10 22:11:10,1859-12-11 09:00:50,Cogburg,Irondale,95.5
CARGO_1130,1859-12-11 09:00:50,1859-12-11 16:52:25,Irondale,Leverstorm,80.03
CARGO_1131,1859-12-11 16:52:25,1859-12-12 00:12:44,Leverstorm,Copperhold,77.54
CARGO_1131,1859-12-12 00:12:44,1859-12-12 14:00:37,Copperhold,Cogburg,75.88
CARGO_1132,1859-12-12 14:00:37,1859-12-13 09:19:41,Cogburg,Steamdrift,65.69
CARGO_1133,1859-12-13 09:19:41,1859-12-14 02:24:14,Steamdrift,Cogburg,74.31
CARGO_1133,1859-12-14 02:24:14,1859-12-14 16:28:00,Cogburg,Irondale,73.53
CARGO_1134,1859-12-14 16:28:00,1859-12-15 12:20:19,Irondale,Rustport,65.52
CARGO_1135,1859-12-15 12:20:19,1859-12-16 07:09:54,Rustport,Irondale,69.16
CARGO_1135,1859-12-16 07:09:54,1859-12-16 12:28:42,Irondale,Copperhold,64.93
CARGO_1136,1859-12-16 12:28:42,1859-12-17 04:09:45,Copperhold,Cogburg,66.76
CARGO_1136,1859-12-17 04:09:45,1859-12-18 00:11:00,Cogburg,Steamdrift,63.38
CARGO_1137,1859-12-18 00:11:00,1859-12-18 13:35:42,Steamdrift,Cogburg,94.62
CARGO_1137,1859-12-18 13:35:42,1859-12-19 01:29:16,Cogburg,Copperhold,88.04
CARGO_1138,1859-12-19 01:29:16,1859-12-19 05:48:15,Copperhold,Irondale,79.93
CARGO_1138,1859-12-19 05:48:15,1859-12-19 21:23:43,Irondale,Rustport,83.51
CARGO_1139,1859-12-19 21:23:43,1859-12-20 13:19:12,Rustport,Irondale,81.76
CARGO_1139,1859-12-20 13:19:12,1859-12-20 18:11:48,Irondale,Copperhold,70.74
CARGO_1140,1859-12-20 18:11:48,1859-12-21 02:26:36,Copperhold,Leverstorm,69.0
CARGO_1141,1859-11-24 08:00:00,1859-11-24 17:14:30,Leverstorm,Irondale,68.06
CARGO_1141,1859-11-24 17:14:30,1859-11-25 07:52:59,Irondale,Cogburg,70.62
CARGO_1141,1859-11-25 07:52:59,1859-11-26 03:38:21,Cogburg,Steamdrift,64.23
CARGO_1142,1859-11-26 03:38:21,1859-11-26 23:46:51,Steamdrift,Rustport,96.67
CARGO_1143,1859-11-26 23:46:51,1859-11-27 14:20:04,Rustport,Irondale,89.46
CARGO_1143,1859-11-27 14:20:04,1859-11-27 21:43:52,Irondale,Leverstorm,85.04
CARGO_1144,1859-11-27 21:43:52,1859-11-28 03:54:08,Leverstorm,Copperhold,92.2
CARGO_1145,1859-11-28 03:54:08,1859-11-28 08:15:19,Copperhold,Irondale,79.25
CARGO_1145,1859-11-28 08:15:19,1859-11-28 23:45:10,Irondale,Rustport,84.01
CARGO_1146,1859-11-28 23:45:10,1859-11-29 18:19:38,Rustport,Cogburg,76.5
CARGO_1147,1859-11-29 18:19:38,1859-11-30 15:17:47,Cogburg,Steamdrift,60.52
CARGO_1148,1859-11-30 15:17:47,1859-12-01 10:30:33,Steamdrift,Cogburg,66.05
CARGO_1148,1859-12-01 10:30:33,1859-12-02 00:17:19,Cogburg,Irondale,75.04
CARGO_1148,1859-12-02 00:17:19,1859-12-02 07:39:36,Irondale,Gizbourne,71.36
CARGO_1149,1859-12-02 07:39:36,1859-12-02 14:34:23,Gizbourne,Irondale,76.09
CARGO_1149,1859-12-02 14:34:23,1859-12-02 19:45:52,Irondale,Copperhold,66.45
CARGO_1150,1859-12-02 19:45:52,1859-12-03 08:38:41,Copperhold,Cogburg,81.29
CARGO_1151,1859-12-03 08:38:41,1859-12-03 20:24:12,Cogburg,Irondale,87.94
CARGO_1151,1859-12-03 20:24:12,1859-12-04 02:41:17,Irondale,Gizbourne,83.7
CARGO_1152,1859-12-04 02:41:17,1859-12-04 08:21:13,Gizbourne,Irondale,92.84
CARGO_1152,1859-12-04 08:21:13,1859-12-04 19:19:25,Irondale,Cogburg,94.26
CARGO_1153,1859-12-04 19:19:25,1859-12-05 06:57:34,Cogburg,Copperhold,89.98
CARGO_1154,1859-12-05 06:57:34,1859-12-05 15:30:26,Copperhold,Leverstorm,66.57
CARGO_1155,1859-12-05 15:30:26,1859-12-06 01:23:49,Leverstorm,Irondale,63.6
CARGO_1155,1859-12-06 01:23:49,1859-12-06 15:07:31,Irondale,Cogburg,75.32
CARGO_1156,1859-12-06 15:07:31,1859-12-07 05:18:43,Cogburg,Irondale,72.89
CARGO_1157,1859-12-07 05:18:43,1859-12-07 12:27:49,Irondale,Gizbourne,73.55
CARGO_1158,1859-12-07 12:27:49,1859-12-07 19:43:41,Gizbourne,Irondale,72.41
CARGO_1158,1859-12-07 19:43:41,1859-12-08 10:11:22,Irondale,Cogburg,71.5
CARGO_1159,1859-12-08 10:11:22,1859-12-08 23:57:07,Cogburg,Irondale,75.13
CARGO_1159,1859-12-08 23:57:07,1859-12-09 08:52:19,Irondale,Leverstorm,70.52
CARGO_1160,1859-12-09 08:52:19,1859-12-09 17:16:04,Leverstorm,Copperhold,67.77
CARGO_1160,1859-12-09 17:16:04,1859-12-10 08:02:12,Copperhold,Cogburg,70.89
CARGO_1161,1859-12-10 08:02:12,1859-12-10 19:33:19,Cogburg,Irondale,89.77
CARGO_1162,1859-12-10 19:33:19,1859-12-11 09:57:29,Irondale,Rustport,90.4
CARGO_1163,1859-12-11 09:57:29,1859-12-12 02:35:08,Rustport,Irondale,78.3
CARGO_1163,1859-12-12 02:35:08,1859-12-12 10:59:23,Irondale,Leverstorm,74.84
CARGO_1164,1859-12-12 10:59:23,1859-12-12 20:27:39,Leverstorm,Irondale,66.41
CARGO_1164,1859-12-12 20:27:39,1859-12-13 10:31:26,Irondale,Cogburg,73.53
CARGO_1165,1859-12-13 10:31:26,1859-12-14 06:18:47,Cogburg,Steamdrift,64.13
CARGO_1166,1859-12-14 06:18:47,1859-12-15 01:44:21,Steamdrift,Cogburg,65.32
CARGO_1166,1859-12-15 01:44:21,1859-12-15 15:36:06,Cogburg,Irondale,74.59
CARGO_1166,1859-12-15 15:36:06,1859-12-15 23:10:39,Irondale,Gizbourne,69.43
CARGO_1167,1859-12-15 23:10:39,1859-12-16 05:16:33,Gizbourne,Irondale,86.25
CARGO_1168,1859-12-16 05:16:33,1859-12-16 23:26:26,Irondale,Rustport,71.68
CARGO_1169,1859-12-16 23:26:26,1859-12-17 13:58:56,Rustport,Irondale,89.53
CARGO_1169,1859-12-17 13:58:56,1859-12-17 22:02:51,Irondale,Leverstorm,77.99
CARGO_1170,1859-12-17 22:02:51,1859-12-18 05:13:13,Leverstorm,Irondale,87.69
CARGO_1171,1859-11-24 08:00:00,1859-11-24 22:09:44,Irondale,Cogburg,73.01
CARGO_1171,1859-11-24 22:09:44,1859-11-25 16:36:34,Cogburg,Steamdrift,68.79
CARGO_1172,1859-11-25 16:36:34,1859-11-26 10:59:01,Steamdrift,Cogburg,69.06
CARGO_1172,1859-11-26 10:59:01,1859-11-27 01:42:05,Cogburg,Copperhold,71.14
CARGO_1173,1859-11-27 01:42:05,1859-11-27 05:28:41,Copperhold,Irondale,91.36
CARGO_1173,1859-11-27 05:28:41,1859-11-27 10:53:55,Irondale,Gizbourne,97.04
CARGO_1174,1859-11-27 10:53:55,1859-11-27 17:37:32,Gizbourne,Irondale,78.19
CARGO_1174,1859-11-27 17:37:32,1859-11-28 05:52:34,Irondale,Cogburg,84.4
CARGO_1174,1859-11-28 05:52:34,1859-11-28 21:30:53,Cogburg,Steamdrift,81.15
CARGO_1175,1859-11-28 21:30:53,1859-11-29 13:41:18,Steamdrift,Cogburg,78.46
CARGO_1175,1859-11-29 13:41:18,1859-11-30 01:53:35,Cogburg,Irondale,84.72
CARGO_1175,1859-11-30 01:53:35,1859-11-30 08:08:05,Irondale,Gizbourne,84.27
CARGO_1176,1859-11-30 08:08:05,1859-11-30 15:36:23,Gizbourne,Irondale,70.4
CARGO_1177,1859-11-30 15:36:23,1859-12-01 06:23:41,Irondale,Cogburg,69.92
CARGO_1177,1859-12-01 06:23:41,1859-12-02 02:36:32,Cogburg,Steamdrift,62.78
CARGO_1178,1859-12-02 02:36:32,1859-12-03 03:09:55,Steamdrift,Rustport,79.29
CARGO_1179,1859-12-03 03:09:55,1859-12-03 23:23:20,Rustport,Steamdrift,96.27
CARGO_1180,1859-12-03 23:23:20,1859-12-04 13:34:57,Steamdrift,Cogburg,89.41
CARGO_1180,1859-12-04 13:34:57,1859-12-04 23:34:47,Cogburg,Irondale,103.43
CARGO_1181,1859-12-04 23:34:47,1859-12-05 06:53:15,Irondale,Leverstorm,86.07
CARGO_1182,1859-12-05 06:53:15,1859-12-05 17:37:52,Leverstorm,Irondale,58.55
CARGO_1182,1859-12-05 17:37:52,1859-12-06 12:40:21,Irondale,Rustport,68.38
CARGO_1183,1859-12-06 12:40:21,1859-12-07 08:10:10,Rustport,Irondale,66.78
CARGO_1183,1859-12-07 08:10:10,1859-12-07 13:19:59,Irondale,Copperhold,66.81
CARGO_1184,1859-12-07 13:19:59,1859-12-07 18:05:07,Copperhold,Irondale,72.6
CARGO_1185,1859-12-07 18:05:07,1859-12-08 01:44:40,Irondale,Gizbourne,68.68
CARGO_1186,1859-12-08 01:44:40,1859-12-08 08:05:43,Gizbourne,Irondale,82.82
CARGO_1186,1859-12-08 08:05:43,1859-12-08 12:41:28,Irondale,Copperhold,75.07
CARGO_1187,1859-12-08 12:41:28,1859-12-08 17:53:02,Copperhold,Irondale,66.44
CARGO_1188,1859-12-08 17:53:02,1859-12-09 02:41:52,Irondale,Leverstorm,71.36
CARGO_1189,1859-12-09 02:41:52,1859-12-09 10:49:03,Leverstorm,Copperhold,70.08
CARGO_1190,1859-12-09 10:49:03,1859-12-09 15:45:01,Copperhold,Irondale,69.94
CARGO_1190,1859-12-09 15:45:01,1859-12-10 09:38:25,Irondale,Rustport,72.78
CARGO_1191,1859-12-10 09:38:25,1859-12-10 23:59:42,Rustport,Gizbourne,84.99
CARGO_1192,1859-12-10 23:59:42,1859-12-11 09:54:31,Gizbourne,Leverstorm,87.35
CARGO_1193,1859-12-11 09:54:31,1859-12-11 17:09:16,Leverstorm,Copperhold,78.53
CARGO_1194,1859-12-11 17:09:16,1859-12-12 00:28:29,Copperhold,Leverstorm,77.73
CARGO_1195,1859-12-12 00:28:29,1859-12-12 07:58:41,Leverstorm,Copperhold,75.83
CARGO_1195,1859-12-12 07:58:41,1859-12-12 21:39:22,Copperhold,Cogburg,76.55
CARGO_1195,1859-12-12 21:39:22,1859-12-13 14:17:01,Cogburg,Steamdrift,76.32
CARGO_1196,1859-12-13 14:17:01,1859-12-14 09:51:01,Steamdrift,Cogburg,64.86
CARGO_1196,1859-12-14 09:51:01,1859-12-14 22:41:04,Cogburg,Irondale,80.57
CARGO_1196,1859-12-14 22:41:04,1859-12-15 08:31:58,Irondale,Leverstorm,63.87
CARGO_1197,1859-12-15 08:31:58,1859-12-15 16:34:05,Leverstorm,Copperhold,70.81
CARGO_1197,1859-12-15 16:34:05,1859-12-16 07:54:13,Copperhold,Cogburg,68.27
CARGO_1197,1859-12-16 07:54:13,1859-12-17 03:14:11,Cogburg,Steamdrift,65.64
CARGO_1198,1859-12-17 03:14:11,1859-12-17 17:22:52,Steamdrift,Cogburg,89.72
CARGO_1198,1859-12-17 17:22:52,1859-12-18 04:13:52,Cogburg,Irondale,95.3
CARGO_1199,1859-12-18 04:13:52,1859-12-18 08:05:45,Irondale,Copperhold,89.27
CARGO_1200,1859-12-18 08:05:45,1859-12-18 12:22:50,Copperhold,Irondale,80.52
CARGO_1201,1859-11-24 08:00:00,1859-11-24 16:57:08,Irondale,Leverstorm,70.26
CARGO_1202,1859-11-24 16:57:08,1859-11-25 02:33:21,Leverstorm,Irondale,65.5
CARGO_1202,1859-11-25 02:33:21,1859-11-25 16:51:23,Irondale,Cogburg,72.31
CARGO_1203,1859-11-25 16:51:23,1859-11-26 10:49:59,Cogburg,Steamdrift,70.59
CARGO_1204,1859-11-26 10:49:59,1859-11-27 03:25:12,Steamdrift,Cogburg,76.51
CARGO_1205,1859-11-27 03:25:12,1859-11-27 15:36:52,Cogburg,Copperhold,85.86
CARGO_1206,1859-11-27 15:36:52,1859-11-28 05:43:06,Copperhold,Cogburg,74.24
CARGO_1207,1859-11-28 05:43:06,1859-11-28 19:26:08,Cogburg,Irondale,75.38
CARGO_1208,1859-11-28 19:26:08,1859-11-29 08:59:29,Irondale,Cogburg,76.28
CARGO_1209,1859-11-29 08:59:29,1859-11-29 22:14:57,Cogburg,Irondale,77.99
CARGO_1209,1859-11-29 22:14:57,1859-11-30 05:24:56,Irondale,Gizbourne,73.4
CARGO_1210,1859-11-30 05:24:56,1859-11-30 12:30:27,Gizbourne,Irondale,74.17
CARGO_1211,1859-11-30 12:30:27,1859-11-30 20:05:12,Irondale,Gizbourne,69.4
CARGO_1212,1859-11-30 20:05:12,1859-12-01 02:39:03,Gizbourne,Irondale,80.13
CARGO_1212,1859-12-01 02:39:03,1859-12-01 14:58:02,Irondale,Cogburg,83.95
CARGO_1212,1859-12-01 14:58:02,1859-12-02 07:35:54,Cogburg,Steamdrift,76.3
CARGO_1213,1859-12-02 07:35:54,1859-12-03 08:27:35,Steamdrift,Rustport,78.31
CARGO_1214,1859-12-03 08:27:35,1859-12-04 00:43:27,Rustport,Irondale,80.05
CARGO_1214,1859-12-04 00:43:27,1859-12-04 05:37:43,Irondale,Copperhold,70.35
CARGO_1215,1859-12-04 05:37:43,1859-12-04 18:51:48,Copperhold,Cogburg,79.11
CARGO_1215,1859-12-04 18:51:48,1859-12-05 12:28:35,Cogburg,Steamdrift,72.05
CARGO_1216,1859-12-05 12:28:35,1859-12-06 07:35:43,Steamdrift,Cogburg,66.37
CARGO_1216,1859-12-06 07:35:43,1859-12-06 20:37:02,Cogburg,Irondale,79.4
CARGO_1217,1859-12-06 20:37:02,1859-12-07 05:00:19,Irondale,Leverstorm,74.99
CARGO_1218,1859-12-07 05:00:19,1859-12-07 13:22:12,Leverstorm,Copperhold,68.02
CARGO_1218,1859-12-07 13:22:12,1859-12-08 03:41:18,Copperhold,Cogburg,73.12
CARGO_1219,1859-12-08 03:41:18,1859-12-08 16:28:38,Cogburg,Copperhold,81.87
CARGO_1219,1859-12-08 16:28:38,1859-12-08 23:44:51,Copperhold,Leverstorm,78.26
CARGO_1220,1859-12-08 23:44:51,1859-12-09 08:05:58,Leverstorm,Irondale,75.31
CARGO_1220,1859-12-09 08:05:58,1859-12-09 21:03:54,Irondale,Cogburg,79.75
CARGO_1220,1859-12-09 21:03:54,1859-12-10 13:55:30,Cogburg,Steamdrift,75.27
CARGO_1221,1859-12-10 13:55:30,1859-12-11 06:43:24,Steamdrift,Cogburg,75.54
CARGO_1221,1859-12-11 06:43:24,1859-12-11 18:06:31,Cogburg,Irondale,90.82
CARGO_1221,1859-12-11 18:06:31,1859-12-12 00:20:52,Irondale,Gizbourne,84.31
CARGO_1222,1859-12-12 00:20:52,1859-12-12 06:49:13,Gizbourne,Irondale,81.27
CARGO_1222,1859-12-12 06:49:13,1859-12-12 19:15:25,Irondale,Cogburg,83.14
CARGO_1222,1859-12-12 19:15:25,1859-12-13 12:03:16,Cogburg,Steamdrift,75.55
CARGO_1223,1859-12-13 12:03:16,1859-12-14 07:20:31,Steamdrift,Cogburg,65.79
CARGO_1223,1859-12-14 07:20:31,1859-12-14 21:04:34,Cogburg,Irondale,75.29
CARGO_1223,1859-12-14 21:04:34,1859-12-15 04:20:14,Irondale,Gizbourne,72.44
CARGO_1224,1859-12-15 04:20:14,1859-12-15 10:57:30,Gizbourne,Irondale,79.44
CARGO_1225,1859-12-15 10:57:30,1859-12-16 05:32:59,Irondale,Rustport,70.03
CARGO_1226,1859-12-16 05:32:59,1859-12-17 03:15:43,Rustport,Cogburg,65.45
CARGO_1227,1859-12-17 03:15:43,1859-12-17 15:41:35,Cogburg,Copperhold,84.22
CARGO_1228,1859-12-17 15:41:35,1859-12-17 19:48:30,Copperhold,Irondale,83.83
CARGO_1228,1859-12-17 19:48:30,1859-12-18 12:04:29,Irondale,Rustport,80.04
CARGO_1229,1859-12-18 12:04:29,1859-12-19 04:31:11,Rustport,Irondale,79.17
CARGO_1229,1859-12-19 04:31:11,1859-12-19 09:01:37,Irondale,Copperhold,76.55
CARGO_1230,1859-12-19 09:01:37,1859-12-19 14:00:40,Copperhold,Irondale,69.22
CARGO_1230,1859-12-19 14:00:40,1859-12-20 09:04:21,Irondale,Rustport,68.31
CARGO_1231,1859-11-24 08:00:00,1859-11-25 02:01:12,Rustport,Irondale,72.25
CARGO_1231,1859-11-25 02:01:12,1859-11-25 07:34:23,Irondale,Copperhold,62.13
CARGO_1232,1859-11-25 07:34:23,1859-11-25 12:35:21,Copperhold,Irondale,68.78
CARGO_1232,1859-11-25 12:35:21,1859-11-26 06:57:15,Irondale,Rustport,70.9
CARGO_1233,1859-11-26 06:57:15,1859-11-26 22:47:27,Rustport,Irondale,82.21
CARGO_1233,1859-11-26 22:47:27,1859-11-27 03:10:01,Irondale,Copperhold,78.84
CARGO_1234,1859-11-27 03:10:01,1859-11-27 06:57:37,Copperhold,Irondale,90.95
CARGO_1235,1859-11-27 06:57:37,1859-11-27 19:34:19,Irondale,Cogburg,81.99
CARGO_1236,1859-11-27 19:34:19,1859-11-28 06:03:24,Cogburg,Irondale,98.62
CARGO_1237,1859-11-28 06:03:24,1859-11-28 19:17:33,Irondale,Cogburg,78.12
CARGO_1238,1859-11-28 19:17:33,1859-11-29 08:47:52,Cogburg,Copperhold,77.53
CARGO_1239,1859-11-29 08:47:52,1859-11-30 00:17:19,Copperhold,Cogburg,67.59
CARGO_1239,1859-11-30 00:17:19,1859-11-30 19:36:44,Cogburg,Steamdrift,65.67
CARGO_1240,1859-11-30 19:36:44,1859-12-01 12:49:16,Steamdrift,Cogburg,73.74
CARGO_1241,1859-12-01 12:49:16,1859-12-02 03:48:10,Cogburg,Copperhold,69.88
CARGO_1242,1859-12-02 03:48:10,1859-12-02 10:45:24,Copperhold,Leverstorm,81.83
CARGO_1243,1859-12-02 10:45:24,1859-12-02 22:48:28,Leverstorm,Gizbourne,71.86
CARGO_1244,1859-12-02 22:48:28,1859-12-03 05:20:41,Gizbourne,Irondale,80.46
CARGO_1244,1859-12-03 05:20:41,1859-12-03 09:39:32,Irondale,Copperhold,79.97
CARGO_1245,1859-12-03 09:39:32,1859-12-03 22:53:53,Copperhold,Cogburg,79.08
CARGO_1246,1859-12-03 22:53:53,1859-12-04 13:45:31,Cogburg,Rustport,95.62
CARGO_1247,1859-12-04 13:45:31,1859-12-05 05:40:48,Rustport,Irondale,81.78
CARGO_1247,1859-12-05 05:40:48,1859-12-05 13:59:05,Irondale,Leverstorm,75.74
CARGO_1248,1859-12-05 13:59:05,1859-12-05 21:52:02,Leverstorm,Copperhold,72.19
CARGO_1248,1859-12-05 21:52:02,1859-12-06 13:20:26,Copperhold,Cogburg,67.66
CARGO_1248,1859-12-06 13:20:26,1859-12-07 08:44:45,Cogburg,Steamdrift,65.39
CARGO_1249,1859-12-07 08:44:45,1859-12-08 03:46:48,Steamdrift,Cogburg,66.67
CARGO_1249,1859-12-08 03:46:48,1859-12-08 16:43:26,Cogburg,Irondale,79.88
CARGO_1249,1859-12-08 16:43:26,1859-12-09 02:28:05,Irondale,Leverstorm,64.55
CARGO_1250,1859-12-09 02:28:05,1859-12-09 10:51:54,Leverstorm,Irondale,74.91
CARGO_1251,1859-12-09 10:51:54,1859-12-09 16:01:13,Irondale,Copperhold,66.92
CARGO_1252,1859-12-09 16:01:13,1859-12-09 20:52:32,Copperhold,Irondale,71.05
CARGO_1252,1859-12-09 20:52:32,1859-12-10 15:17:19,Irondale,Rustport,70.71
CARGO_1253,1859-12-10 15:17:19,1859-12-11 07:35:12,Rustport,Irondale,79.89
CARGO_1254,1859-12-11 07:35:12,1859-12-11 15:46:20,Irondale,Leverstorm,76.84
CARGO_1255,1859-12-11 15:46:20,1859-12-11 22:56:00,Leverstorm,Copperhold,79.46
CARGO_1256,1859-12-11 22:56:00,1859-12-12 05:19:28,Copperhold,Leverstorm,89.03
CARGO_1257,1859-12-12 05:19:28,1859-12-12 13:11:33,Leverstorm,Copperhold,72.32
CARGO_1257,1859-12-12 13:11:33,1859-12-13 04:16:58,Copperhold,Cogburg,69.38
CARGO_1258,1859-12-13 04:16:58,1859-12-13 16:19:12,Cogburg,Irondale,85.9
CARGO_1259,1859-12-13 16:19:12,1859-12-14 02:13:18,Irondale,Leverstorm,63.53
CARGO_1260,1859-12-14 02:13:18,1859-12-14 09:46:50,Leverstorm,Copperhold,75.27
CARGO_1260,1859-12-14 09:46:50,1859-12-14 23:05:11,Copperhold,Cogburg,78.69
CARGO_1261,1859-11-24 08:00:00,1859-11-24 23:51:02,Cogburg,Copperhold,66.05
CARGO_1262,1859-11-24 23:51:02,1859-11-25 13:47:56,Copperhold,Cogburg,75.06
CARGO_1262,1859-11-25 13:47:56,1859-11-26 07:31:52,Cogburg,Steamdrift,71.57
CARGO_1263,1859-11-26 07:31:52,1859-11-27 00:08:28,Steamdrift,Cogburg,76.4
CARGO_1263,1859-11-27 00:08:28,1859-11-27 14:09:21,Cogburg,Copperhold,74.71
CARGO_1264,1859-11-27 14:09:21,1859-11-28 04:18:11,Copperhold,Cogburg,74.01
CARGO_1265,1859-11-28 04:18:11,1859-11-28 17:25:02,Cogburg,Copperhold,79.84
CARGO_1266,1859-11-28 17:25:02,1859-11-29 01:13:00,Copperhold,Leverstorm,72.95
CARGO_1267,1859-11-29 01:13:00,1859-11-29 08:24:48,Leverstorm,Copperhold,79.07
CARGO_1268,1859-11-29 08:24:48,1859-11-29 12:59:57,Copperhold,Irondale,75.23
CARGO_1268,1859-11-29 12:59:57,1859-11-30 06:36:47,Irondale,Rustport,73.92
CARGO_1269,1859-11-30 06:36:47,1859-12-01 07:57:38,Rustport,Steamdrift,76.81
CARGO_1270,1859-12-01 07:57:38,1859-12-02 11:49:46,Steamdrift,Rustport,69.86
CARGO_1271,1859-12-02 11:49:46,1859-12-03 05:29:08,Rustport,Irondale,73.74
CARGO_1271,1859-12-03 05:29:08,1859-12-03 10:43:32,Irondale,Copperhold,65.84
CARGO_1272,1859-12-03 10:43:32,1859-12-03 14:54:31,Copperhold,Irondale,82.48
CARGO_1272,1859-12-03 14:54:31,1859-12-04 06:50:15,Irondale,Rustport,81.74
CARGO_1273,1859-12-04 06:50:15,1859-12-04 21:23:16,Rustport,Gizbourne,83.85
CARGO_1274,1859-12-04 21:23:16,1859-12-05 03:04:31,Gizbourne,Irondale,92.48
CARGO_1274,1859-12-05 03:04:31,1859-12-05 13:50:12,Irondale,Cogburg,96.08
CARGO_1275,1859-12-05 13:50:12,1859-12-06 03:16:01,Cogburg,Irondale,76.99
CARGO_1275,1859-12-06 03:16:01,1859-12-06 12:13:01,Irondale,Leverstorm,70.28
CARGO_1276,1859-12-06 12:13:01,1859-12-06 20:14:41,Leverstorm,Copperhold,70.88
CARGO_1276,1859-12-06 20:14:41,1859-12-07 11:22:02,Copperhold,Cogburg,69.23
CARGO_1276,1859-12-07 11:22:02,1859-12-08 05:14:41,Cogburg,Steamdrift,70.98
CARGO_1277,1859-12-08 05:14:41,1859-12-09 00:21:57,Steamdrift,Cogburg,66.37
CARGO_1277,1859-12-09 00:21:57,1859-12-09 13:26:43,Cogburg,Irondale,79.06
CARGO_1277,1859-12-09 13:26:43,1859-12-09 20:29:54,Irondale,Gizbourne,74.58
CARGO_1278,1859-12-09 20:29:54,1859-12-10 03:17:31,Gizbourne,Irondale,77.43
CARGO_1278,1859-12-10 03:17:31,1859-12-10 15:38:00,Irondale,Cogburg,83.78
CARGO_1278,1859-12-10 15:38:00,1859-12-11 07:36:20,Cogburg,Steamdrift,79.45
CARGO_1279,1859-12-11 07:36:20,1859-12-12 00:35:55,Steamdrift,Cogburg,74.68
CARGO_1279,1859-12-12 00:35:55,1859-12-12 13:40:02,Cogburg,Copperhold,80.12
CARGO_1280,1859-12-12 13:40:02,1859-12-13 06:42:38,Copperhold,Cogburg,61.43
CARGO_1281,1859-12-13 06:42:38,1859-12-13 20:24:06,Cogburg,Irondale,75.52
CARGO_1281,1859-12-13 20:24:06,1859-12-14 03:02:48,Irondale,Gizbourne,79.16
CARGO_1282,1859-12-14 03:02:48,1859-12-14 14:26:08,Gizbourne,Leverstorm,76.04
CARGO_1283,1859-12-14 14:26:08,1859-12-14 22:15:16,Leverstorm,Copperhold,72.77
